"Título","Tipo de activo","Suministró los datos","Categoría","Descripción","Etapa de publicación","Municipio","Nombre entidad","Orden","Departamento","Frequencia actualización","Fecha de creación","Fecha de publicación","Fecha última actualización","CALIFICACIÓN FINAL CALIDAD","NIVEL SELLO EXCELENCIA"
"Registro Nacional de Turismo Vigentes CCM Periodo Enero - Diciembre 2021","dataset",,"Comercio, Industria y Turismo","La base de datos contiene los prestadores turísticos que tienen registros nacional de turismo en el jurisdicción de la Cámara de Comercio de Magangué 2021","published","Magangué","Cámara de Comercio de Magangué","Nacional","Bolívar","Anual","2022 Feb 18 08:30:00 PM","2022 Feb 18 08:38:00 PM","2022 Feb 18 08:38:00 PM","8.51","0"
"Dependencias y Entidades del Municipio de Caldas","dataset","Administración Municipal de Caldas - Antioquia","Función pública","Listado de dependencias y entidades del Municipio de Caldas","published","Caldas","Alcaldía de Caldas","Territorial","Antioquia","Trienio","2018 Jul 18 01:42:00 PM","2018 Jul 18 03:22:00 PM","2020 Jan 10 07:51:00 PM","6.82","0"
"Esterilizaciones felinas y caninas 2021","dataset","Alcaldía de Armenia","Salud y Protección Social","Base de datos de los felinos y caninos esterilizados durante el año 2021 en la ciudad de Armenia Quindío por parte de la Secretaría de Salud.","published","Armenia","Alcaldía de Armenia","Territorial","Quindío","Anual","2022 May 24 12:53:00 PM","2022 May 24 01:02:00 PM","2022 May 24 01:02:00 PM","8.52","1"
"SABER359 2015 COMPLEMENTARIO - ESTABLECIMIENTO","dataset","Instituto Colombiano para la Evaluación de la Educación - ICFES","Educación","Contiene la descripción de los establecimientos educativos a partir de su código DANE

COD_DANE: Código DANE del establecimiento educativo
ID_MUNICIPIO: Código dane del municipio al que pertenece el establecimiento
educativo
ID_ENTE: Id de la entidad territorial
NOMBRE: Nombre del establecimiento educativo reportado en el DUE
ZONA: Zona donde la mayoría de la población atendida por el
establecimiento educativo se ubica. 1=Urbano, 2=rural
SECTOR: Naturaleza administrativa del establecimiento educativo según due. 1
= Oficial,2=No oficial
TIPO_ESTAB: Tipo de establecimiento. 1=Oficial urbano, 2=Oficial rural, 3=No
oficial
CALENDARIO: Calendario del establecimiento
NIVEL_SOCIO: NSE asignado de acuerdo a la clasificación realizada con puntajes
promedios","published","Bogotá D.C.","Instituto Colombiano para la Evaluación de la Educación","Nacional","Bogotá D.C.","Trimestral","2016 Jun 12 05:04:00 PM","2018 Apr 19 02:06:00 PM","2018 Apr 19 02:05:00 PM","8.12","0"
"Activos Información 2022","dataset","Organización","Participación ciudadana","Registro de Activos de Información de la Corporación Autónoma Regional de Santander CAS","published","San Gil","Corporación Autónoma Regional de Santander","Nacional","Santander","Anual","2023 May 13 01:56:00 AM","2023 May 13 02:24:00 AM","2023 May 13 02:24:00 AM","8.68","0"
"Relación detallada de egresos","dataset","Secretaría de Hacienda","Hacienda y Crédito Público",,"published","La Estrella","Alcaldía de La Estrella","Territorial","Antioquia","Anual","2023 Jun 03 09:18:00 PM","2023 Jun 03 09:23:00 PM","2023 Jun 03 09:22:00 PM","8.02","0"
"Encaje","dataset","Superintendencia Financiera de Colombia","Hacienda y Crédito Público","El presente conjunto de datos contiene información que determina el cumplimiento de las normas del encaje y la autoliquidación de la sanción si a ello hubiere lugar, de conformidad con lo establecido en el artículo 208, numeral 5º del Estatuto Orgánico del Sistema Financiero y en la Resolución Externa 5 de 2008 de la Junta Directiva del Banco de la República (en adelante JDBR), o posteriores que la modifiquen, adicionen o complementen, reportada en el Formato 443 -Declaración del Encaje-Moneda Pesos

1 Establecimientos Bancarios, 2 Corporaciones Financieras, 4 Compañías de Financiamiento, 8 Organismos Cooperativos de Grado Superior, 22 Instituciones Oficiales Especiales, 32 Entidades Cooperativas de Carácter Financiero","published","Bogotá D.C.","Superintendencia Financiera de Colombia","Nacional","Bogotá D.C.","Quincenal","2022 Oct 19 05:04:00 PM","2022 Oct 19 05:21:00 PM","2024 Jun 12 03:58:00 PM","9.24","1"
"Portales Territoriales Sitios Web","dataset","Ministerio de Tecnologías de la Información y las Comunicaciones","Ciencia, Tecnología e Innovación","Sitios web para portales territoriales","published","Bogotá D.C.","Ministerio de Tecnologías de la Información y las Comunicaciones","Nacional","Bogotá D.C.","Mensual","2021 Mar 23 10:26:00 PM","2021 Mar 23 10:28:00 PM","2022 Mar 14 10:02:00 PM","8.77","0"
"Producción","dataset","Subgerencia de atención de salud ESE IMSALUD","Salud y Protección Social","Cantidad de procedimientos en salud realizados en cada IPS detallado por CUPS","published","Valle de San José","Empresa Social del Estado Hospital San José","Territorial","Santander","Anual","2021 Apr 15 04:00:00 PM","2021 Apr 15 04:08:00 PM","2024 Apr 23 03:46:00 PM","9.8","1"
"Medición del Desempeño Municipal","dataset","Portal Territorial de Colombia","Vivienda, Ciudad y Territorio","La Medición de Desempeño Municipal – MDM tiene como objetivo medir y comparar el desempeño municipal entendido como la gestión de las Entidades Territoriales y la consecución de resultados de desarrollo (el aumento de la calidad de vida de la población), teniendo en cuenta las capacidades iniciales de los municipios, para incentivar la inversión orientada a resultados y como instrumento para el diseño de políticas dirigidas al fortalecimiento de capacidades y al cierre de brechas territoriales.","published","Bogotá D.C.","Departamento Nacional de Planeación","Nacional","Bogotá D.C.","Anual","2022 Feb 21 08:19:00 PM","2022 Feb 21 08:48:00 PM","2022 Feb 21 08:47:00 PM","9.69","1"
"Estadística poblacional de bovinos, equinos, porcinos y caprinos del municipio de Icononzo 2016","dataset","Alcaldía Municipal de Icononzo","Agricultura y Desarrollo Rural","Estadística poblacional de bovinos, equinos, porcinos y caprinos del municipio de Icononzo 2016","published","Icononzo","Alcaldía de Icononzo","Territorial","Tolima","Anual","2017 Jun 29 10:47:00 PM","2017 Jun 29 10:53:00 PM","2017 Jun 29 10:52:00 PM","7.78","0"
"LIGAS DEPORTIVAS EN CASANARE","dataset","INDERCAS","Deporte y Recreación","Listado de las Ligas deportivas que cuentan con aval vigente en el departamento de Cansare","published","Sabaneta","Instituto para el Deporte y la Recreación de Sabaneta","Territorial","Antioquia","Anual","2021 Sep 29 02:57:00 PM","2021 Sep 29 03:05:00 PM","2021 Sep 29 03:05:00 PM","8.09","0"
"Esquema de Publicación de Información","dataset","Notaría Única de San Vicente, Antioquia","Función pública","Esquema de Publicación de Información","published","San Vicente","Notaría Única de San Vicente","Territorial","Antioquia","Anual","2024 Jul 30 02:37:00 PM","2024 Jul 31 07:44:00 PM","2024 Jul 31 07:44:00 PM","8.08","0"
"Reclamaciones Técnicas de Saneamiento 2019","dataset","Aguas y Aguas de Pereira","Función pública","REPORTE CON NÚMERO DE RECLAMACIONES TÉCNICAS MENSUALES DE SANEAMIENTO DEL AGUA","published","Pereira","Empresa de Acueducto y Alcantarillado de Pereira S.A.","Territorial","Risaralda","Anual","2019 Sep 23 10:37:00 PM","2019 Sep 23 10:39:00 PM","2019 Oct 23 07:42:00 PM","7.22","0"
"FUNCIONARIOS DE PLANTA ALCALDÍA MUNICIPAL DE PIOJO ATLÁNTICO","dataset","SECRETARIA GENERAL","Trabajo","BASE DE DATOS FUNCIONARIOS PLANTA ALCALDÍA MUNICIPAL DE PIOJO ATLÁNTICO","published","Piojó","Alcaldía de Piojo","Territorial","Atlántico","Trienio","2020 Jun 25 07:52:00 PM","2020 Jun 25 08:25:00 PM","2020 Jun 25 08:25:00 PM","7.02","0"
"EMPRESAS DE TRANSPORTE PÚBLICO-MUNICIPIO DE FACATATIVA","dataset",,"Transporte","Empresas de transporte público municipal de Facatativa","published","Facatativá","Alcaldía de Facatativá","Territorial","Cundinamarca","No aplica","2021 Sep 24 03:29:00 PM","2021 Sep 24 03:36:00 PM","2021 Sep 24 03:36:00 PM","7.65","0"
"Enajenación para constructoras en la Ciudad de Pereira.","dataset","Alcaldía de Pereira","Vivienda, Ciudad y Territorio","Permiso por enajenación para las constructoras de la ciudad de Pereira.","published","Pereira","Alcaldía de Pereira","Territorial","Risaralda","Anual","2021 Nov 05 06:44:00 PM","2021 Nov 05 07:09:00 PM","2024 May 07 07:40:00 PM","8.6","0"
"Esquema de Publicación de Información ICFES 2022","dataset","ICFES","Educación","Esquema de Publicación de Información para el año 2020 del Instituto Colombiano para la Evaluación de la Educación.","published","Bogotá D.C.","Instituto Colombiano para la Evaluación de la Educación","Nacional","Bogotá D.C.","Anual","2023 Jan 16 07:52:00 PM","2023 Jan 16 08:05:00 PM","2023 Jan 16 08:05:00 PM","8.6","1"
"PUBLICACIONES DISPONIBLES EN EL CENTRO DE DOCUMENTACION","dataset","Corporación Autónoma Regional de Risaralda","Ambiente y Desarrollo Sostenible","Catálogo de las publicaciones que se encuentran disponibles en el Centro de Documentación de la CARDER","published","Pereira","Corporación Autónoma Regional de Risaralda","Nacional","Risaralda","No aplica","2016 Jan 09 03:17:00 PM","2017 Apr 05 01:21:00 PM","2017 Apr 05 01:15:00 PM","8.12","0"
"Guia de Hoteles Florida","dataset","Alcaldía Municipal de Florida en Valle Del Cauca","Economía y Finanzas","guia de los  hoteles de Florida","published","Florida","Alcaldía de Florida","Territorial","Valle del Cauca","Anual","2016 Jul 14 07:01:00 PM","2016 Jul 14 07:01:00 PM","2016 Jul 14 07:01:00 PM","7.58","0"
"Set Cobertura Organizaciones DCC","dataset",,,,"published",,,,,,"2017 Dec 29 11:39:00 PM","2019 Dec 26 10:11:00 PM","2017 Dec 29 11:39:00 PM","6.57","0"
"Resultados Saber TyT Especificas 2017-2","dataset","Instituto Colombiano para la Evaluación de la Educación - ICFES","Educación","Resultados del examen Saber TyT especificas del segundo periodo del año 2017","published","Bogotá D.C.","Instituto Colombiano para la Evaluación de la Educación","Nacional","Bogotá D.C.","No aplica","2018 Jul 30 06:14:00 PM","2019 Jan 28 09:38:00 PM","2019 Jan 28 09:38:00 PM","8.5","0"
"Oportunidad de asignación de citas Agosto 2019","dataset","Hospital Susana López de Valencia E.S.E.","Salud y Protección Social","Oportunidad de asignación de citas Agosto 2019","published","Popayán","Hospital Susana López de Valencia","Territorial","Cauca","Mensual","2019 Nov 15 03:27:00 PM","2019 Nov 15 03:30:00 PM","2019 Nov 15 03:30:00 PM","7.31","0"
"Parques y zonas verdes del municipio Guadalajara de Buga / park and green areas of Guadalajara de Buga","dataset","Oficina TIC","Comercio, Industria y Turismo","Información, servicios y ubicación  sobre los parques y zonas verdes de Guadalajara de Buga /  information, services and location on the park´s and green areas of Guadalajara de Buga","published","Guadalajara de Buga","Alcaldía de Guadalajara de Buga","Territorial","Valle del Cauca","Anual","2017 May 11 10:03:00 PM","2018 Nov 28 09:23:00 PM","2018 Nov 28 09:21:00 PM","8.08","0"
"UCundinamarca - Registro de Activos de Información - Gestión Jurídica","dataset","Universidad de Cundinamarca - Dirección de Planeación Institucional","Educación","Contiene el inventario de la información pública que genera la Universidad de Cundinamarca.","published","Fusagasugá","Universidad de Cundinamarca","Territorial","Cundinamarca","Anual","2022 Jul 12 04:04:00 PM","2022 Jul 12 04:07:00 PM","2022 Jul 12 04:06:00 PM","7.8","0"
"Presidentes Juntas de Acción Comunal de las Veredas del Municipio de Ortega - Tolima","dataset","Alcaldía Municipal de Ortega","Función pública","Información básica sobre los presidentes de Juntas de Acción Comunal de las veredas del Municipio de Ortega","published","Ortega","Alcaldía de Ortega","Territorial","Tolima","Anual","2017 Feb 06 08:21:00 PM","2017 Feb 06 08:53:00 PM","2017 Feb 06 08:21:00 PM","7.27","0"
"Esquema de Publicación de Información","dataset","Notaría Única de Pueblo Rico - Risaralda","Función pública","Es el instrumento del que disponen los sujetos obligados para informar, de forma ordenada, a la ciudadanía, interesados y usuarios, sobre la información publicada y que publicará, conforme al principio de divulgación proactiva de la información previsto en el artículo 3° de la Ley 1712 de 2014, y sobre los medios a través de los cuales se puede acceder a la misma.(Decreto 103 de 2015, art. 41)","published","Pueblo Rico","Notaría Única de Pueblo Rico","Territorial","Risaralda","No aplica","2024 Nov 09 02:09:00 PM","2024 Nov 09 02:11:00 PM","2024 Nov 09 02:11:00 PM","8.2","1"
"Información plan indicativo Cuatreño  vigencia 2016-2019 Alcaldía Municipal de Chia","dataset","Alcaldía Municipal de Chía","Estadísticas Nacionales","Información plan indicativo Cuatreño  vigencia 2016-2019 Alcaldía Municipal de Chia","published","Chía","Alcaldía de Chía","Territorial","Cundinamarca","No aplica","2017 Dec 28 05:22:00 PM","2017 Dec 28 05:28:00 PM","2017 Dec 28 05:27:00 PM","7.72","0"
"Analítico de facturación por cargo aseo","dataset","Empresa de Servicios Públicos del Municipio de La Celia","Vivienda, Ciudad y Territorio","Información del total que se factura de consumo por estrato discriminado por servicios de aseo","published","La Celia","Empresas Públicas Municipales La Celia","Territorial","Risaralda","Anual","2023 Dec 26 12:15:00 AM","2023 Dec 26 12:22:00 AM","2023 Dec 26 12:22:00 AM","9.23","0"
"Conciliadores en Insolvencia Centro de Conciliacion y Arbitraje de la Cámara de Comercio de Valledupar","dataset","Cámara de Comercio de Valledupar para el Valle del Río Cesar",,"Lista de Conciliadores en Insolvencia vigentes a octubre de 2020 del Centro de Conciliación y Arbitraje de la Cámara de Comercio de Valledupar para el Valle del Río Cesar","published","Valledupar","Cámara de Comercio de Valledupar","Territorial","Cesar","Anual","2020 Oct 21 03:28:00 PM","2020 Oct 21 03:31:00 PM","2020 Oct 21 03:31:00 PM","6.89","0"
"Activos de Informacion","dataset","Instituto de Vivienda Municipal de Bucaramanga,INVISBU","Vivienda, Ciudad y Territorio","inventario de los activos de información INVISBU","published","Bucaramanga","Instituto de Vivienda Municipal de Bucaramanga, INVISBU","Territorial","Santander","Anual","2024 Jun 26 07:48:00 PM","2024 Jun 26 08:21:00 PM","2024 Jun 26 08:21:00 PM","8.4","1"
"Adopción de la zonificación de aptitud para el cultivo tecnificado de banano (Musa AAA) cultivar ""Cavedish"" para la exportación, en el departamento de Cundinamarca.","dataset","Unidad de Planificación Rural Agropecuaria - UPRA","Agricultura y Desarrollo Rural","El mapa de adopción de la zonificación de aptitud para el cultivo tecnificado de banano (Musa AAA) cultivar ""Cavedish"", es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. Aplicar la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento de Cundinamarca, significa contar con mapas de aptitud como herramientas que permiten identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.
Mediante la suscripción del convenio interadministrativo 1851558 de 2020, el departamento de Cundinamarca mediante gestión directa del Gobernador y de la
Secretaría de Agricultura, solicito a la UPRA apoyo para continuar con el proceso de ordenamiento territorial agropecuario del Departamento, para fortalecer la
gestión de información sectorial y su respectiva articulación con el sistema de planeación agropecuario de Cundinamarca y otros instrumentos y herramientas para contribuir a la productividad y competitividad del sector.
Categorías: 
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico. 
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico. 
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías. 
No apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad. 
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de banano (Musa AAA).","published","Bogotá D.C.","Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios","Nacional","Bogotá D.C.","Más de tres años","2023 Apr 13 04:51:00 PM","2023 Apr 13 05:08:00 PM","2023 Apr 13 05:07:00 PM","9.71","1"
